KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
EVENT_TRAGEDY_REW6_M,,,,,,,,,
EVENT_TRAGEDY_REW6_F,,,,,,,,,
EVENT_TRAGEDY_REW6_N,{catname} feels pangs of hunger. They lick their wounds but they won't heal!,,"{catname} tiene punzadas de hambre. Se lame las heridas, pero ¡no se curan!",,"{catname} hat unglaublichen Hunger. {catname} leckt die Wunden, aber sie heilen einfach nicht!",,,{catname} 感到饥饿的刺痛。他们舔了舔自己的伤口，但它们无法愈合！,{catname}は空腹の痛みを感じています。傷を舐めても治りません！
EVENT_TRAGEDY_REW7,"{catname} feels emotionally drained... This adventure has been quite the ordeal.

{catname} won't start with mana next battle.",,"{catname} se ha agotado emocionalmente... Esta aventura ha sido una experiencia durísima.

{catname} empezará el próximo combate sin maná.","{catname} se sent vide émotionnellement... Cette aventure a été une sacrée épreuve.

{catname} commencera le prochain combat sans mana.","{catname} fühlt sich emotional total erschöpft&nbsp;… Dieses Abenteuer ist ganz schön anstrengend.

{catname} beginnt den nächsten Kampf ohne Mana.",,"{catname} sente a exaustão emocional tomando conta... A aventura foi uma verdadeira provação.

{catname} iniciará a próxima batalha sem mana.","{catname} 感到情绪枯竭…… 这次冒险真是一次磨难。

{catname} 下一场战斗不会开始时拥有法力值。","{catname}は感情的に疲れ果てています... この冒険は本当に試練でした。

{catname}は次の戦闘でマナを持って開始しません。"
EVENT_TRAGEDY_REW7_M,,,,,,"{catname} si sente emotivamente svuotato... quest'avventura è stata un vero calvario.

{catname} inizierà la prossima battaglia senza mana.",,,
EVENT_TRAGEDY_REW7_F,,,,,,"{catname} si sente emotivamente svuotata... quest'avventura è stata un vero calvario.

{catname} inizierà la prossima battaglia senza mana.",,,
EVENT_TRAGEDY_REW7_N,,,,,,"{catname} si sente insensibile... quest'avventura è stata un vero calvario.

{catname} inizierà la prossima battaglia senza mana.",,,
EVENT_TRAGEDY_REW8,{catname} accidentally snags {himself} on a rusted nail. {He} can't stop the bleeding!,,{catname} se engancha por accidente con un clavo oxidado. ¡No puede parar la hemorragia!,{catname} se pique accidentellement sur un clou rouillé. {He} ne fait que saigner&nbsp;!,{catname} reißt sich {his}e Pfote an einem rostigen Nagel auf. {He} kann die Blutung nicht stoppen!,{catname} calpesta per errore un chiodo arrugginito. Non riesce a fermare l'emorragia!,{catname} se prende acidentalmente em um prego enferrujado e não consegue estancar o sangramento!,{catname} 不小心被锈钉刮伤了。{He} 不能阻止流血！,{catname}は誤って錆びた釘に引っかかってしまいました。{He}は出血が止まりません！
EVENT_TRAGEDY_REW8_M,,,,,,,,,
EVENT_TRAGEDY_REW8_F,,,,,,,,,
EVENT_TRAGEDY_REW8_N,,,,,,,,,
EVENT_TRAGEDY_REW9,"{catname} hears the voice of {his} father calling to him!

{catname} turns to see a terrifying face {he} can't describe… It is horrifying!",,"¡{catname} oye la voz de su padre que llama su nombre!

Se da la vuelta y ve una cara terrorífica, imposible de describir... ¡Es horripilante!","{catname} entend la voix de son père qui l'appelle&nbsp;!

{catname} se retourne et voit un visage terrifiant et indescriptible... Quelle horreur&nbsp;!","{catname} hört, wie die Stimme {his}es Vaters ruft!

{catname} dreht sich um und blickt in ein schreckliches Gesicht. {He} findet keine Worte&nbsp;… Wie furchteinflößend!",,"{catname} ouve a voz de seu pai lhe chamando!

{catname} se vira e vê um rosto aterrador e indescritível É horripilante!","{catname} 听到 {his} 父亲的声音在呼唤他！

{catname} 转身看到一个无法描述的可怕脸庞…… 令人恐惧！","{catname}は父親の声が自分を呼んでいるのを聞く！

{catname}が振り返ると、言葉にできない恐ろしい顔が… それは恐ろしい！"
EVENT_TRAGEDY_REW9_M,,,,,,"{catname} sente la voce di suo padre che lo chiama!

Si gira e si trova davanti un viso terrificante che non può descrivere... è orribile!",,,
EVENT_TRAGEDY_REW9_F,,,,,,"{catname} sente la voce di suo padre che la chiama!

Si gira e si trova davanti un viso terrificante che non può descrivere... è orribile!",,,
EVENT_TRAGEDY_REW9_N,,,,,,"{catname} sente la voce di suo padre che chiama!

Si gira e si trova davanti un viso terrificante che non può descrivere... è orribile!",,,
EVENT_TRAGEDY_REW10,"Whatever {catname} last ate must have been spoiled...

{He} got food poisoning!",,"Lo último que comió {catname} debía de estar en mal estado...

¡Se ha intoxicado!","Le dernier repas ingéré par {catname} devait être avarié...

{He} souffre d'un empoisonnement alimentaire&nbsp;!","Was auch immer {catname} gegessen hat, muss verdorben gewesen sein&nbsp;…

{He} bekommt eine Lebensmittelvergiftung!","Qualunque cosa {catname} abbia mangiato ultimamente doveva essere andata a male...

Si becca un'intossicazione alimentare!","Seja lá o que {catname} tenha comido por último, devia estar estragado...

É uma intoxicação alimentar!","{catname} 最后吃的东西一定坏了……

{He} 食物中毒了！","{catname}が最後に食べたものは、どうやら腐っていたようです...

{He}は食中毒になってしまいました！"
EVENT_TRAGEDY_REW10_M,,,,,,,,,
EVENT_TRAGEDY_REW10_F,,,,,,,,,
EVENT_TRAGEDY_REW10_N,,,,,,,,,
EVENT_TRAGEDY_REW11,"{catname}'s wounds have become infected.
",,"Las heridas de {catname} se han infectado.
",{catname} voit ses blessures s'infecter.,"Die Wunden von {catname} haben sich entzündet.
",Le ferite di {catname} si sono infettate.,As feridas de {catname} infeccionaram.,{catname} 的伤口已经感染了。,{catname}の傷が感染してしまいました。
EVENT_TRAGEDY_REW11_M,,,,,,,,,
EVENT_TRAGEDY_REW11_F,,,,,,,,,
EVENT_TRAGEDY_REW11_N,,,,,,,,,
EVENT_TRAGEDY_REW12,"{catname} trips on a rock, face planting into the ground!

{catname}'s forehead swells up and {he} feels sluggish from the head trauma.",,"{catname} tropieza con una roca ¡y se da de morros contra el suelo!

Se le hincha la frente y siente que le cuesta pensar por culpa del traumatismo craneal.","{catname} trébuche sur une pierre et tombe face contre terre&nbsp;!

{catname} a le front qui gonfle et le traumatisme cause chez {him} une certaine lenteur.","{catname} stolpert über einen Stein und fällt mit dem Gesicht voran hin!

Der Kopf von {catname} schwillt an und {he} fühlt sich ganz benommen. Wahrscheinlich ist es eine Gehirnerschütterung.",,"{catname} tropeça numa pedra e cai de cara no chão!

Com a testa inchada {catname}, sente uma enorme fraqueza por causa do machucado.","{catname} 绊倒在一块石头上，脸朝地面摔倒！

{catname} 额头肿了起来，因头部外伤感到昏沉。","{catname}は岩につまずき、顔から地面に突っ込んでしまいました！

{catname}の額は腫れ上がり、頭の怪我で{he}は動きが鈍くなっています。"
EVENT_TRAGEDY_REW12_M,,,,,,"{catname} inciampa su una roccia, e cade di faccia al suolo!

La sua fronte si gonfia, e il trauma alla testa gli provoca spossatezza.",,,
EVENT_TRAGEDY_REW12_F,,,,,,"{catname} inciampa su una roccia, e cade di faccia al suolo!

La sua fronte si gonfia, e il trauma alla testa le provoca spossatezza.",,,
EVENT_TRAGEDY_REW12_N,"{catname} trips on a rock, face planting into the ground!

{catname}'s forehead swells up and they feel sluggish from the head trauma.",,"{catname} tropieza con una roca ¡y se da de morros contra el suelo!

Se le hincha la frente y siente que le cuesta pensar por culpa del traumatismo craneal.",,"{catname} stolpert über einen Stein und fällt mit dem Gesicht voran hin!

Der Kopf von {catname} schwillt an und {catname} fühlt sich ganz benommen. Wahrscheinlich ist es eine Gehirnerschütterung.","{catname} inciampa su una roccia, e cade di faccia al suolo!

La fronte si gonfia, e il trauma alla testa provoca a {catname} spossatezza.",,"{catname} 绊倒在一块石头上，脸朝地面摔倒！

{catname} 额头肿了起来，因头部外伤感到昏沉。","{catname}は石につまずき、顔から地面に突っ込んでしまいました！

{catname}の額は腫れ上がり、頭の怪我で動きが鈍くなっています。"
EVENT_TRAGEDY_REW13,"{catname} seems to have misplaced something important but {he} can't remember where or what it was...
",,"{catname} parece haber perdido algo importante, pero no recuerda dónde ni de qué se trata...
","{catname} a l'impression d'avoir perdu quelque chose d'important, mais {he} n'arrive pas à se souvenir de quoi il s'agit...","{catname} hat irgendetwas Wichtiges verloren, aber {he} erinnert sich einfach nicht, was es war, oder wo es passiert ist&nbsp;…
","{catname} sente di aver smarrito qualcosa di importante, ma non riesce a ricordare cosa o dove...","{catname} parece ter perdido algo importante, mas não consegue se lembrar onde ou o que era...",{catname} 似乎把重要的东西放错地方了，但 {he} 记不得是哪里或是什么……,{catname}は何か重要なものをなくしてしまったようですが、{he}はどこで何をなくしたのか思い出せません…
EVENT_TRAGEDY_REW13_M,,,,,,,,,
EVENT_TRAGEDY_REW13_F,,,,,,,,,
EVENT_TRAGEDY_REW13_N,,,,,,,,,
EVENT_TRAGEDY_REW14,"{catname} accidentally steps on a trap!
",,"¡{catname} activa una trampa sin querer!
",{catname} marche accidentellement sur un piège&nbsp;!,"{catname} löst eine Falle aus!
",{catname} calpesta per errore una trappola!,{catname} acidentalmente pisa numa armadilha!,{catname} 不小心踩到了陷阱！,{catname}がうっかり罠を踏んでしまった！
EVENT_TRAGEDY_REW14_M,,,,,,,,,
EVENT_TRAGEDY_REW14_F,,,,,,,,,
EVENT_TRAGEDY_REW14_N,,,,,,,,,
EVENT_TRAGEDY_REW15,"Rats jump out from a nearby crevice and bite {catname}!

{Catname} is suffering a string of bad luck... What did {he} do to deserve this?
",,"Unas ratas saltan desde una grieta cercana ¡y muerden a {catname}!

{Catname} está teniendo una racha de mala suerte... ¿Qué ha hecho para merecer esto?
","Des rats surgissent d'une crevasse proche et mordent {catname}&nbsp;!

{catname} est victime d'une série d'évènements malchanceux... Qu'a-t-{he} fait pour mériter cela&nbsp;?","Ratten springen aus einem Spalt in der Nähe hervor und beißen {catname}!

{catname} hat in letzter Zeit nur noch Pech&nbsp;… Womit hat {he} das nur verdient?
","Dei ratti saltano fuori da una vicina fenditura e mordono {catname}!

{catname} sta subendo una serie di sfortune... che ha fatto per meritarsi tutto questo?","Ratos saltam de uma fenda próxima e mordem {catname}!

{catname} parece estar em uma maré de azar, mesmo sem ter feito nada para para merecer isso.","老鼠从附近的缝隙跳出咬了 {catname}！

{Catname} 正遭遇一连串厄运…… {he} 做了什么才会落得如此？","近くの裂け目からネズミが飛び出してきて、{catname}を噛んだ！

{Catname}は不運続きで苦しんでいる... {he}は何をしたというのか？"
EVENT_TRAGEDY_REW15_M,,,,,,,,,
EVENT_TRAGEDY_REW15_F,,,,,,,,,
EVENT_TRAGEDY_REW15_N,,,,,,,,,
EVENT_TRAGEDY_REW16,"Out of nowhere, {catname} spontaneously combusts!

{catname} howls in surprise as {his} fur lights on fire!",,"De la nada, ¡{catname} sufre una combustión espontánea!

Suelta un chillido sorprendido cuando su pelo empieza a arder.","Sans crier gare, {catname} fait une combustion spontanée&nbsp;!

{He} hurle de frayeur au moment où son poil prend feu&nbsp;!","Aus dem Nichts geht {catname} plötzlich in Flammen auf!

{catname} heult überrascht auf, während sich die Flammen durch {his} Fell fressen!","Di punto in bianco, {catname} prende fuoco spontaneamente!

{catname} ulula di sorpresa mentre la sua pelliccia si infiamma!","De repente, {catname} entra em combustão espontânea!

{catname} uiva de surpresa enquanto seu pelo pega fogo!","突然间，{catname} 自燃了！

{catname} 惊叫着，看着 {his} 的皮毛着火了！","突然、{catname}が自然発火しました！

{catname}は驚いて叫び声を上げ、{his}の毛が燃え上がります！"
EVENT_TRAGEDY_REW16_M,,,,,,,,,
EVENT_TRAGEDY_REW16_F,,,,,,,,,
EVENT_TRAGEDY_REW16_N,,,,,,,,,
EVENT_TRAGEDY_REW17,"{catname} finds a little friend! {He} proudly shows it off to the party.

Isn't it cute!?",,"¡{catname} ha hecho un amiguito! Se lo presenta al grupo con orgullo.

¿A que es una monada?","{catname} trouve un petit pote&nbsp;! {He} le montre avec fierté au reste du groupe.

N'est-il pas mignon&nbsp;?!","{catname} findet einen kleinen Freund! Stolz zeigt {he} ihn dem Rest der Gruppe.

Ist er nicht niedlich?!","{catname} trova un piccolo amico! Con orgoglio, lo mostra al gruppo.

Non è carino!?","{catname} encontrou um amiguinho e o exibe orgulhosamente para o grupo!

Não é uma gracinha!?","{catname} 发现了一个小伙伴！{He} 自豪地把它展示给队伍看。

它是不是很可爱！？","{catname}は小さな友達を見つけました！{He}はそれをパーティーに誇らしげに見せびらかします。

かわいいでしょ！？"
EVENT_TRAGEDY_REW17_M,,,,,,,,,
EVENT_TRAGEDY_REW17_F,,,,,,,,,
EVENT_TRAGEDY_REW17_N,"{catname} finds a little friend! They proudly show it off to the party.

Isn't it cute!?",,"¡{catname} ha hecho un amiguito! Se lo presenta al grupo con orgullo.

¿A que es una monada?",,"{catname} findet einen kleinen Freund! Stolz wird er dem Rest der Gruppe vorgestellt.

Ist er nicht niedlich?!",,,"{catname} 发现了一个小伙伴！他们自豪地把它展示给队伍看。

它是不是很可爱！？","{catname}は小さな友達を見つけました！誇らしげにパーティに見せびらかします。

かわいいでしょ！？"
EVENT_TRAGEDY_REW18,"{catname} feels something lumpy under the ground at {his} feet and digs it up...

It latches onto {him}!

",,"{catname} nota un bulto en el suelo a sus pies y decide cavar lo que hay bajo tierra...

¡Algo se le aferra!

","{catname} sent comme une bosse dans le sol sous ses pieds et la déterre...

Elle s'accroche à {him}&nbsp;!","{catname} spürt etwas unter der Oberfläche zu {his}en Füßen und gräbt es aus&nbsp;…

Es beißt zu und lässt nicht mehr los!

",,"{catname} sente algo irregular sob a terra aos seus pés e desenterra...

A coisa se agarra ao seu corpo!","{catname}感觉脚下的土里有个硬块，挖了出来……

它抓住了{him}！","{catname}は足元の地面に何かゴツゴツしたものを感じ、それを掘り起こします...

それが{him}にしがみつきます！"
EVENT_TRAGEDY_REW18_M,,,,,,"{catname} avverte qualcosa di bitorzoluto nella terra sotto le sue zampe, e decide di scavare...

Quello gli si attacca addosso!",,,
EVENT_TRAGEDY_REW18_F,,,,,,"{catname} avverte qualcosa di bitorzoluto nella terra sotto le sue zampe, e decide di scavare...

Quello le si attacca addosso!",,,
EVENT_TRAGEDY_REW18_N,,,,,,"{catname} avverte qualcosa di bitorzoluto nella terra sotto le sue zampe, e decide di scavare...

Quello si attacca al suo corpo!",,,
EVENT_TRAGEDY_REW19,"Memories of battles flash in {catname}'s mind, driving {him} into an insatiable rage!
",,"La mente de {catname} se ve inundada de recuerdos de combates ¡que le inducen una furia insaciable!
",Des souvenirs d'affrontements se rappellent soudainement à {catname}. {He} entre dans une rage insatiable&nbsp;!,"Schreckliche Erinnerungen vergangener Schlachten tauchen im Kopf von {catname} auf und versetzen {him} in eine unersättliche Wut!
",,"Memórias de batalhas passam pela mente de {catname}, levando-lhe a uma fúria insaciável!",战斗的记忆在{catname}脑海中闪现，激起{him}无尽的愤怒！,{catname}の心に戦いの記憶がよみがえり、{him}を抑えきれない怒りへと駆り立てる！
EVENT_TRAGEDY_REW19_M,,,,,,"Ricordi di battaglia si accendono nella mente di {catname}, provocandogli una rabbia insaziabile!",,,
EVENT_TRAGEDY_REW19_F,,,,,,"Ricordi di battaglia si accendono nella mente di {catname}, provocandole una rabbia insaziabile!",,,
EVENT_TRAGEDY_REW19_N,,,,,,"Ricordi di battaglia si accendono nella sua mente, provocando a {catname} una rabbia insaziabile!",,,
EVENT_TRAGEDY_REW20,Someone pushes {catname}! {He} tumbles roughly onto a pile of sharp rocks.,,¡Alguien empuja a {catname}! Se cae al suelo y rueda hasta una pila de rocas afiladas.,Quelqu'un pousse {catname}&nbsp;! {He} tombe avec heurts sur un tas de pierres pointues.,Jemand schubst {catname}! {He} stolpert und fällt mitten in einen Haufen scharfer Steine.,"Qualcuno spinge {catname}, che rotola malamente su una pila di rocce appuntite.","Alguém empurra {catname}, que cai bruscamente em cima de um monte de pedras afiadas.",有人推了{catname}！{He}粗暴地摔到了尖锐的岩石堆上。,誰かが{catname}を押します！{He}は鋭い岩の山に激しく転がり落ちます。
EVENT_TRAGEDY_REW20_M,,,,,,,,,
EVENT_TRAGEDY_REW20_F,,,,,,,,,
EVENT_TRAGEDY_REW20_N,Someone pushes {catname}! They tumble roughly onto a pile of sharp rocks.,,¡Alguien empuja a {catname}! Se cae al suelo y rueda hasta una pila de rocas afiladas.,,Jemand schubst {catname}! {catname} stolpert und fällt mitten in einen Haufen scharfer Steine.,,,有人推了{catname}！他们粗暴地摔到了尖锐的岩石堆上。,誰かが{catname}を押しました！ 彼らは鋭い岩の山に激しく転がり落ちます。
EVENT_BLESSING_NAME,Blessing!,updated ✔️,Bendición,Bénédiction&nbsp;!,Ein Segen!,Benedizione!,Benção!,祝福！,祝福！
EVENT_BLESSING_REW1,"{catname} finds a tasty snack!
",,"¡{catname} encuentra un sabroso piscolabis!
",{catname} trouve un savoureux en-cas&nbsp;!,"{catname} findet einen leckeren Snack!
",{catname} trova un succulento spuntino!,{catname} encontra um petisco delicioso!,{catname}发现了美味的小吃！,{catname}はおいしいおやつを見つけた！
EVENT_BLESSING_REW1_M,,,,,,,,,
EVENT_BLESSING_REW1_F,,,,,,,,,
EVENT_BLESSING_REW1_N,,,,,,,,,
EVENT_BLESSING_REW2,"{catname} finds some shiny coins!
",,"¡{catname} encuentra unas monedas brillantes!
",{catname} trouve des pièces qui brillent&nbsp;!,"{catname} findet ein paar glänzende Münzen!
",{catname} trova delle monete scintillanti!,{catname} encontra algumas moedas brilhantes!,{catname}发现了一些闪亮的硬币！,{catname}は輝くコインを見つけた！
EVENT_BLESSING_REW2_M,,,,,,,,,
EVENT_BLESSING_REW2_F,,,,,,,,,
EVENT_BLESSING_REW2_N,,,,,,,,,
EVENT_BLESSING_REW3,"{catname} finds some delicious catnip growing and devours it. {He} travels to strange places where all {his} dreams come true...

{catname} will start the next battle with extra mana.",,"{catname} encuentra un brote de deliciosa hierba gatera y la devora. Viaja a lugares extraños donde todos sus sueños se hacen realidad...

{catname} empezará el próximo combate con maná extra.","{catname} trouve une délicieuse touffe d'herbe à chat qui poussait là et la dévore. {He} voyage jusqu'à des lieux étranges où tous ses rêves deviennent réalité...

{catname} commencera le prochain combat avec du mana supplémentaire.","{catname} findet wunderbar saftige Katzenminze und bedient sich nur zu gern. {He} wird an fremde und wunderbare Orte getragen, wo all {his}e Träume in Erfüllung gehen&nbsp;…

{catname} beginnt den nächsten Kampf mit zusätzlichem Mana.","{catname} trova della deliziosa erba gatta e la divora, quindi viaggia in posti strani dove tutti i suoi sogni si avverano...

{catname} inizierà la prossima battaglia con più mana.","{catname} encontra uma erva-de-gato deliciosa crescendo e a devora, viajando para lugares estranhos onde todos os seus sonhos se tornam realidade...

{catname} começará a próxima batalha com mana adicional.","{catname}发现了一些美味的猫薄荷并吃掉了。{He}前往奇异的地方，所有的梦想都成真……

{catname}将在下一场战斗中拥有额外的法力值。","{catname}は美味しいキャットニップを見つけてむさぼり食います。{He}はすべての夢が叶う不思議な場所へと旅立ちます...  
  
{catname}は次の戦闘を追加のマナを持って開始します。"
EVENT_BLESSING_REW3_M,,,,,,,,,
EVENT_BLESSING_REW3_F,,,,,,,,,
EVENT_BLESSING_REW3_N,"{catname} finds some delicious catnip growing and devours it. They travel to strange places where all their dreams come true...

{catname} will start the next battle with extra mana.",,"{catname} encuentra un brote de deliciosa hierba gatera y la devora. Viaja a lugares extraños donde todos sus sueños se hacen realidad...

{catname} empezará el próximo combate con maná extra.",,"{catname} findet wunderbar saftige Katzenminze und bedient sich nur zu gern. {catname} wird an fremde und wunderbare Orte getragen, wo alle Träume in Erfüllung gehen&nbsp;…

{catname} beginnt den nächsten Kampf mit zusätzlichem Mana.",,,"{catname}发现了一些美味的猫薄荷并吃掉了。他们前往奇异的地方，所有的梦想都成真……

{catname}将在下一场战斗中拥有额外的法力值。","{catname}は美味しいキャットニップを見つけて食べてしまいます。彼らはすべての夢が叶う不思議な場所へと旅立ちます...  
  
{catname}は次の戦闘を追加のマナを持って開始します。"
EVENT_BLESSING_REW4,{catname} finds some evidence and is more prepared for the next event!,,{catname} encuentra pruebas ¡y se prepara mejor para el siguiente evento!,{catname} trouve des preuves qui l'aideront à mieux affronter le prochain évènement&nbsp;!,{catname} findet subtile Hinweise und ist jetzt besser auf das nächste Ereignis vorbereitet!,{catname} trova delle tracce e si prepara al meglio per il prossimo evento!,{catname} encontra algumas evidências e pode se preparar melhor para o próximo evento!,{catname}发现了一些线索，对接下来的事件更加准备充分！,{catname}は証拠を見つけ、次のイベントに向けてより準備が整いました！
EVENT_BLESSING_REW4_M,,,,,,,,,
EVENT_BLESSING_REW4_F,,,,,,,,,
EVENT_BLESSING_REW4_N,,,,,,,,,
EVENT_BLESSING_REW5,{catname} seems to have an admirer. A fly has joined the party!,,Parece que {catname} tiene una admiradora. ¡Una mosca se ha unido al grupo!,{catname} semble avoir un admirateur. Une mouche a rejoint le groupe&nbsp;!,{catname} hat einen Verehrer. Eine Fliege ist der Gruppe beigetreten!,Sembra che {catname} abbia un'ammiratrice! Una mosca si unisce al gruppo!,{catname} parece ter uma admiradora. Uma mosca se juntou ao grupo!,{catname}似乎有个崇拜者。一只苍蝇加入了队伍！,{catname}には崇拝者がいるようです。ハエがパーティーに加わりました！
EVENT_BLESSING_REW5_M,,,,,,,,,
EVENT_BLESSING_REW5_F,,,,,,,,,
EVENT_BLESSING_REW5_N,,,,,,,,,
EVENT_BLESSING_REW6,"Aha! {catname} discovers some tracks!

{He} follows them through a secret path allowing the party to ambush!",,"¡Ajá! {catname} descubre unas huellas.

Las sigue por un sendero secreto que permite al grupo atacar por sorpresa.","Ah ah&nbsp;! {catname} découvre une piste&nbsp;!

{He} la suit jusqu'à un chemin secret qui permet au groupe de prendre ses ennemis en embuscade&nbsp;!","Aha! {catname} findet Spuren!

{He} folgt ihnen entlang eines Geheimwegs und ermöglicht es der Gruppe, einen Hinterhalt zu legen!","A-ha! {catname} trova delle tracce!

Le segue lungo un percorso segreto che permette al gruppo di tendere un'imboscata!","Ahá! {catname} descobre alguns rastros!

Ao segui-los por uma trilha secreta, o grupo consegue preparar uma emboscada!","啊哈！{catname}发现了一些足迹！

{He}沿着它们走进一条秘密小路，让队伍得以伏击！","おっと！{catname}が足跡を発見しました！

{He}は秘密の道を通ってそれを追い、パーティーが待ち伏せすることを可能にします！"
EVENT_BLESSING_REW6_M,,,,,,,,,
EVENT_BLESSING_REW6_F,,,,,,,,,
EVENT_BLESSING_REW6_N,"Aha! {catname} discovers some tracks!

They follow them through a secret path allowing the party to ambush!",,"¡Ajá! {catname} descubre unas huellas.

Las sigue por un sendero secreto que permite al grupo atacar por sorpresa.",,"Aha! {catname} findet Spuren!

Die Gruppe folgt ihnen entlang eines Geheimwegs und kann jetzt einen Hinterhalt zu legen!",,,"啊哈！{catname}发现了一些足迹！

他们沿着它们走进一条秘密小路，让队伍得以伏击！","おお！{catname}が足跡を発見しました！

彼らは秘密の道を通り、パーティーが待ち伏せすることができます！"
EVENT_BLESSING_REW7,"{catname} finds a strange sealed box and opens it up...
",,"{catname} encuentra una caja cerrada de lo más extraña y la abre...
",{catname} trouve une étrange boîte scellée et l'ouvre...,"{catname} findet eine mysteriöse versiegelte Kiste und öffnet sie&nbsp;…
",{catname} trova una strana scatola sigillata e la apre...,{catname} encontra uma caixa estranha lacrada e a abre...,{catname}发现了一个奇怪的密封盒，打开了它……,{catname}は奇妙な封印された箱を見つけ、それを開けます…
EVENT_BLESSING_REW7_M,,,,,,,,,
EVENT_BLESSING_REW7_F,,,,,,,,,
EVENT_BLESSING_REW7_N,,,,,,,,,
EVENT_BLESSING_REW8,"{catname} discovers a strange piece of art.

{He} admires the design and comments smugly about it to the other cats.
",,"{catname} descubre una extraña obra de arte.

Admira el diseño y les hace comentarios pedantes sobre ella a los demás gatos.
","{catname} découvre une œuvre d'art bizarre.

{He} en admire la conception et fait des commentaires suffisants aux autres chats.","{catname} findet ein rätselhaftes Kunststück.

{He} bewundert das Design und lässt {his} Scheinwissen vor dem Rest der Gruppe nur zu gern raushängen.
","{catname} trova una strana opera d'arte.

Ne ammira il design e ne parla con compiacimento agli altri gatti.","{catname} descobre uma estranha obra de arte.

Após admirar o desenho, {catname} fala sobre ele com ar de superioridade para os outros gatos.","{catname}发现了一件奇怪的艺术品。

{He}欣赏着设计，并得意地向其他猫评论。","{catname}は奇妙な芸術作品を発見しました。

{He}はそのデザインを称賛し、他の猫たちに得意げにコメントします。"
EVENT_BLESSING_REW8_M,,,,,,,,,
EVENT_BLESSING_REW8_F,,,,,,,,,
EVENT_BLESSING_REW8_N,"{catname} discovers a strange piece of art.

They admire the design and comment smugly about it to the other cats.
",,"{catname} descubre una extraña obra de arte.

Admira el diseño y les hace comentarios pedantes sobre ella a los demás gatos.
",,"{catname} findet ein rätselhaftes Kunststück.

{catname} bewundert das Design und erzählt dem Rest der Gruppe viel zu selbstbewusst, was es bedeuten soll.
",,,"{catname}发现了一件奇怪的艺术品。

他们欣赏着设计，并得意地向其他猫评论。","{catname}は奇妙な芸術作品を発見しました。

そのデザインに感心し、他の猫たちに得意げにコメントします。"
EVENT_BLESSING_REW9,"{catname} has been working out lately and it is finally starting to pay off!
",,"{catname} ha estado haciendo ejercicio últimamente ¡y está empezando a dar sus frutos al fin!
",{catname} fait depuis peu de l'exercice et c'est quelque chose qui finit enfin par payer&nbsp;!,"{catname} hat in letzter Zeit viel trainiert. Langsam macht es sich bezahlt!
",,{catname} tem se esforçado bastante ultimamente e isso finalmente está começando a dar resultados!,{catname}最近一直在锻炼，终于开始见效了！,{catname}は最近トレーニングをしていて、ついにその成果が現れ始めました！
EVENT_BLESSING_REW9_M,,,,,,"Ultimamente {catname} si è allenato, e la cosa inizia finalmente a dare i suoi frutti!",,,
EVENT_BLESSING_REW9_F,,,,,,"Ultimamente {catname} si è allenata, e la cosa inizia finalmente a dare i suoi frutti!",,,
EVENT_BLESSING_REW9_N,,,,,,"Ultimamente {catname} ha intensificato gli allenamenti, e la cosa inizia finalmente a dare i suoi frutti!",,,
EVENT_BLESSING_REW10,"{catname} is all dolled up and ready for a night on the town!
",,"{catname} se ha emperifollado y está a punto para pasar una noche en la ciudad.
",{catname} est sur son 31. Rien ne l'empêchera de passer la nuit en ville&nbsp;!,"{catname} hat sich zurechtgemacht und ist bereit für eine Partynacht in der Stadt!
",,{catname} se arrumou para uma noite na cidade!,{catname}盛装打扮，准备外出夜晚狂欢！,{catname}はおしゃれをして、街に繰り出す準備が整いました！
EVENT_BLESSING_REW10_M,,,,,,"{catname} è in ghingheri, pronto per una notte in città!",,,
EVENT_BLESSING_REW10_F,,,,,,"{catname} è in ghingheri, pronta per una notte in città!",,,
EVENT_BLESSING_REW10_N,,,,,,"{catname} è in ghingheri, in procinto di passare una notte in città!",,,
EVENT_BLESSING_REW11,"{catname} finds a secret hatch and pulls it open to look inside...
",,"{catname} encuentra una trampilla secreta y la abre para atisbar su interior...
",{catname} trouve une trappe secrète et l'ouvre en tirant dessus pour voir ce qu'il y a dedans...,"{catname} findet eine geheime Luke und öffnet sie&nbsp;…
",{catname} trova un portello segreto e lo apre per guardare dentro...,{catname} encontra uma escotilha secreta e a abre para ver o que há em seu interior...,{catname}找到一个秘密舱口，拉开盖子往里看……,{catname}は秘密のハッチを見つけ、中を覗くためにそれを開けます...
EVENT_BLESSING_REW11_M,,,,,,,,,
EVENT_BLESSING_REW11_F,,,,,,,,,
EVENT_BLESSING_REW11_N,,,,,,,,,
EVENT_BLESSING_REW12,"{catname} makes a new friend!

A stray cat joins the party.",,"¡{catname} ha hecho un nuevo amigo!

Un gato vagabundo se une al grupo.","{catname} se fait un nouvel ami&nbsp;!

Un chat errant rejoint le groupe.","{catname} hat einen neuen Freund gefunden!

Ein Streuner tritt der Gruppe bei.","{catname} si fa un nuovo amico!

Un gatto randagio si unisce al gruppo.","{catname} faz um novo amigo!

Um gato de rua se junta ao grupo.","{catname}交了一个新朋友！

一只流浪猫加入了队伍。","{catname}が新しい友達を作ります！

野良猫がパーティーに加わります。"
EVENT_BLESSING_REW12_M,,,,,,,,,
